rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,hour,min,sec,status,latitude,lat_hemisphere,longitude,long_hemisphere,speed,course,date,month,year,mag_variation,mag_var_direction,mode
1477388577255932786,,544088,,1477388577,252675002,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577263813007,,544089,,1477388577,261530593,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577270801723,,544090,,1477388577,270293643,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577279529058,,544091,,1477388577,279138335,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577289570587,,544092,,1477388577,288070690,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577297460835,,544093,,1477388577,296825578,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577306036131,,544094,,1477388577,305673965,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577315700696,,544095,,1477388577,314559880,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577327540022,,544096,,1477388577,323412718,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577337579322,,544097,,1477388577,332222577,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577341746916,,544098,,1477388577,341086128,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577350486111,,544099,,1477388577,349944377,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577360370476,,544100,,1477388577,358772918,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577368436469,,544101,,1477388577,367619925,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
1477388577379886766,,544102,,1477388577,376482357,"""Velodyne_32e_GPS""",9,43,17,"""A""",5603.98486328125,"""N""",823.34912109375,"""E""",4.5,197.39999389648438,25,10,16,1.2999999523162842,"""E""","""D"""
